city,timestamp,temperature,season
New York,2010-01-01,-6.275856679344458,winter
New York,2010-01-02,5.753531113952249,winter
New York,2010-01-03,5.381142739105148,winter
New York,2010-01-04,3.4613377282864635,winter
New York,2010-01-05,-2.4087393422871894,winter
New York,2010-01-06,-4.60221821307953,winter
New York,2010-01-07,1.017731575305438,winter
New York,2010-01-08,3.478232215238396,winter
New York,2010-01-09,-5.719523314159426,winter
New York,2010-01-10,7.909562894099262,winter
New York,2010-01-11,4.557231665311034,winter
New York,2010-01-12,0.6293992788648562,winter
New York,2010-01-13,6.962228531306026,winter
New York,2010-01-14,6.231187174527289,winter
New York,2010-01-15,2.3821810769476133,winter
New York,2010-01-16,-8.001185783947927,winter
New York,2010-01-17,-10.759651214345265,winter
New York,2010-01-18,4.785207423313898,winter
New York,2010-01-19,1.2018731646430727,winter
New York,2010-01-20,-0.19748514867410846,winter
New York,2010-01-21,-5.777356570891932,winter
New York,2010-01-22,0.8491095440509113,winter
New York,2010-01-23,-0.6186585638606736,winter
New York,2010-01-24,4.151143257925694,winter
New York,2010-01-25,6.20383658662829,winter
New York,2010-01-26,2.2509139040669632,winter
New York,2010-01-27,3.839693267402182,winter
New York,2010-01-28,3.820303298719318,winter
New York,2010-01-29,-0.1482369868401932,winter
New York,2010-01-30,3.548585503246237,winter
New York,2010-01-31,-0.1739661808913563,winter
New York,2010-02-01,-0.7778227565134966,winter
New York,2010-02-02,-9.40232594089558,winter
New York,2010-02-03,-7.851422464633259,winter
New York,2010-02-04,-0.8243246335106194,winter
New York,2010-02-05,6.792025025970107,winter
New York,2010-02-06,0.5249706753021298,winter
New York,2010-02-07,6.390342246031093,winter
New York,2010-02-08,-9.048269307411537,winter
New York,2010-02-09,1.5202793123964287,winter
New York,2010-02-10,4.006645176211764,winter
New York,2010-02-11,-5.248973649728621,winter
New York,2010-02-12,8.644877674608276,winter
New York,2010-02-13,-3.2710902070820858,winter
New York,2010-02-14,-2.5877942566888406,winter
New York,2010-02-15,-4.211522554426599,winter
New York,2010-02-16,-3.088233458421393,winter
New York,2010-02-17,-7.016392480740569,winter
New York,2010-02-18,-1.2719452365263755,winter
New York,2010-02-19,3.1812384519048322,winter
New York,2010-02-20,3.1045557365293592,winter
New York,2010-02-21,-1.1150358993352056,winter
New York,2010-02-22,-0.13823237439560532,winter
New York,2010-02-23,-4.232516902614313,winter
New York,2010-02-24,-7.3533309311689665,winter
New York,2010-02-25,-0.035311543331365956,winter
New York,2010-02-26,-0.3714038399461841,winter
New York,2010-02-27,2.5004285020926083,winter
New York,2010-02-28,-4.365029587266543,winter
New York,2010-03-01,22.02348243261238,spring
New York,2010-03-02,6.990624563731261,spring
New York,2010-03-03,13.397615920356927,spring
New York,2010-03-04,4.340978472010663,spring
New York,2010-03-05,6.862453548716472,spring
New York,2010-03-06,6.313039662168865,spring
New York,2010-03-07,5.887782630921192,spring
New York,2010-03-08,4.979987705624116,spring
New York,2010-03-09,8.120992017861326,spring
New York,2010-03-10,13.973127223808426,spring
New York,2010-03-11,12.150208984280628,spring
New York,2010-03-12,12.210541408401063,spring
New York,2010-03-13,12.991470899063309,spring
New York,2010-03-14,5.059254000994434,spring
New York,2010-03-15,11.322007274036835,spring
New York,2010-03-16,9.439246247593392,spring
New York,2010-03-17,6.710771102841339,spring
New York,2010-03-18,26.937337784155456,spring
New York,2010-03-19,14.75112481981438,spring
New York,2010-03-20,9.310999187650163,spring
New York,2010-03-21,13.117885094620048,spring
New York,2010-03-22,11.048901086936585,spring
New York,2010-03-23,9.587071473856037,spring
New York,2010-03-24,1.385985251708469,spring
New York,2010-03-25,9.506177395583286,spring
New York,2010-03-26,12.80912658922663,spring
New York,2010-03-27,2.076766658904851,spring
New York,2010-03-28,7.779721586420033,spring
New York,2010-03-29,8.431929717926682,spring
New York,2010-03-30,12.761664179671774,spring
New York,2010-03-31,16.59650212614144,spring
New York,2010-04-01,13.059366461023576,spring
New York,2010-04-02,10.184339585377485,spring
New York,2010-04-03,6.582708107502276,spring
New York,2010-04-04,9.35383165100195,spring
New York,2010-04-05,20.467185515642452,spring
New York,2010-04-06,14.433524059306885,spring
New York,2010-04-07,11.24412559640934,spring
New York,2010-04-08,11.460700852582887,spring
New York,2010-04-09,6.799619507647622,spring
New York,2010-04-10,12.410242527774878,spring
New York,2010-04-11,8.971243511252316,spring
New York,2010-04-12,6.173895178900688,spring
New York,2010-04-13,16.7630325047851,spring
New York,2010-04-14,8.25531589682191,spring
New York,2010-04-15,11.31251208871782,spring
New York,2010-04-16,9.128885245223643,spring
New York,2010-04-17,9.319459318199973,spring
New York,2010-04-18,10.027223105652393,spring
New York,2010-04-19,12.228058108474144,spring
New York,2010-04-20,9.445166671333595,spring
New York,2010-04-21,15.780733348745011,spring
New York,2010-04-22,11.597004960336987,spring
New York,2010-04-23,14.828383584804078,spring
New York,2010-04-24,3.1660446963113307,spring
New York,2010-04-25,11.798153153719307,spring
New York,2010-04-26,9.065213156711852,spring
New York,2010-04-27,13.448914957232082,spring
New York,2010-04-28,18.496583650860522,spring
New York,2010-04-29,7.23077325142921,spring
New York,2010-04-30,11.71967548427722,spring
New York,2010-05-01,20.936682049440826,spring
New York,2010-05-02,5.4342800866945415,spring
New York,2010-05-03,5.674782843172737,spring
New York,2010-05-04,8.305542137051793,spring
New York,2010-05-05,10.348769794335794,spring
New York,2010-05-06,16.390759969927228,spring
New York,2010-05-07,23.344109490370617,spring
New York,2010-05-08,5.477912881322503,spring
New York,2010-05-09,7.6373413798777054,spring
New York,2010-05-10,2.119090567840434,spring
New York,2010-05-11,7.610920993041551,spring
New York,2010-05-12,3.724870446711334,spring
New York,2010-05-13,6.0911695989552825,spring
New York,2010-05-14,5.325570421010656,spring
New York,2010-05-15,6.685245871787124,spring
New York,2010-05-16,11.646408329863764,spring
New York,2010-05-17,5.3269069243374485,spring
New York,2010-05-18,3.941249899065424,spring
New York,2010-05-19,9.771140893321073,spring
New York,2010-05-20,11.325831963557887,spring
New York,2010-05-21,6.906232323232398,spring
New York,2010-05-22,12.219976367326261,spring
New York,2010-05-23,11.958576739795504,spring
New York,2010-05-24,8.201493621761882,spring
New York,2010-05-25,11.38826587690671,spring
New York,2010-05-26,18.508196320590734,spring
New York,2010-05-27,6.969868954029976,spring
New York,2010-05-28,15.12696763198068,spring
New York,2010-05-29,11.750677086470377,spring
New York,2010-05-30,18.789208075798406,spring
New York,2010-05-31,11.435059275645786,spring
New York,2010-06-01,27.958239108932702,summer
New York,2010-06-02,25.16408508125045,summer
New York,2010-06-03,29.070712872360442,summer
New York,2010-06-04,28.36100019373926,summer
New York,2010-06-05,26.85111636362178,summer
New York,2010-06-06,23.71541730782338,summer
New York,2010-06-07,33.460093680642615,summer
New York,2010-06-08,30.408167483734054,summer
New York,2010-06-09,28.546276851479842,summer
New York,2010-06-10,25.52043347054626,summer
New York,2010-06-11,12.181708124469182,summer
New York,2010-06-12,25.76090837108564,summer
New York,2010-06-13,30.09453272459026,summer
New York,2010-06-14,25.95564785262683,summer
New York,2010-06-15,25.9737528870001,summer
New York,2010-06-16,24.73605892637022,summer
New York,2010-06-17,23.48741598539447,summer
